TradingDay,Timestamp,InstrumentID,PreClosePrice,Open,High,Low,Volume,Turnover,Close
2023-06-01 00:00:00,2023-06-01 09:11:00,000832,402.3973,402.3973,402.3973,402.3973,0,0.0,402.3973
2023-06-01 00:00:00,2023-06-01 09:26:00,000832,402.3973,402.3,402.3,402.3,579097,87386777.0,402.3
2023-06-01 00:00:00,2023-06-01 09:29:00,000832,402.3973,402.3,402.3,402.3,0,0.0,402.3
2023-06-01 00:00:00,2023-06-01 09:31:00,000832,402.3973,402.4195,402.4195,402.0026,4909933,759712325.0,402.0026
2023-06-01 00:00:00,2023-06-01 09:32:00,000832,402.3973,401.9804,401.9804,401.641,4040309,651633130.0,401.641
2023-06-01 00:00:00,2023-06-01 09:33:00,000832,402.3973,401.6508,401.6618,401.5653,3688466,578034194.0,401.5653
2023-06-01 00:00:00,2023-06-01 09:34:00,000832,402.3973,401.5781,401.6034,401.5314,3643963,551710207.0,401.5657
2023-06-01 00:00:00,2023-06-01 09:35:00,000832,402.3973,401.559,401.6256,401.5257,2650123,415954775.0,401.5257
2023-06-01 00:00:00,2023-06-01 09:36:00,000832,402.3973,401.5267,401.5387,401.4604,2434800,391910319.0,401.4819
2023-06-01 00:00:00,2023-06-01 09:37:00,000832,402.3973,401.4867,401.5913,401.4867,2395237,383336634.0,401.5913
2023-06-01 00:00:00,2023-06-01 09:38:00,000832,402.3973,401.6041,401.6041,401.3289,2211356,348635644.0,401.3289
2023-06-01 00:00:00,2023-06-01 09:39:00,000832,402.3973,401.3089,401.3813,401.3042,2002413,331815674.0,401.3813
2023-06-01 00:00:00,2023-06-01 09:40:00,000832,402.3973,401.3863,401.3863,401.2169,1997710,329850357.0,401.2169
2023-06-01 00:00:00,2023-06-01 09:41:00,000832,402.3973,401.2198,401.2948,401.2198,2349559,396014485.0,401.2948
2023-06-01 00:00:00,2023-06-01 09:42:00,000832,402.3973,401.2973,401.5608,401.2953,2189607,372839521.0,401.5608
2023-06-01 00:00:00,2023-06-01 09:43:00,000832,402.3973,401.5606,401.5699,401.5278,1807798,300773677.0,401.5699
2023-06-01 00:00:00,2023-06-01 09:44:00,000832,402.3973,401.5721,401.5888,401.5182,1740947,279334691.0,401.5888
2023-06-01 00:00:00,2023-06-01 09:45:00,000832,402.3973,401.6082,401.831,401.6082,2162758,313020021.0,401.831
2023-06-01 00:00:00,2023-06-01 09:46:00,000832,402.3973,401.8196,401.9552,401.8196,2116443,316931841.0,401.9122
2023-06-01 00:00:00,2023-06-01 09:47:00,000832,402.3973,401.9047,402.0263,401.865,2257204,332273886.0,401.9833
2023-06-01 00:00:00,2023-06-01 09:48:00,000832,402.3973,401.9643,402.0854,401.9643,2093461,306377090.0,402.0659
2023-06-01 00:00:00,2023-06-01 09:49:00,000832,402.3973,402.0903,402.2403,402.018,2232245,339404865.0,402.2403
2023-06-01 00:00:00,2023-06-01 09:50:00,000832,402.3973,402.2292,402.2694,402.2073,1996435,312381678.0,402.2389
2023-06-01 00:00:00,2023-06-01 09:51:00,000832,402.3973,402.2284,402.2284,402.0988,1900621,276603785.0,402.1109
2023-06-01 00:00:00,2023-06-01 09:52:00,000832,402.3973,402.2274,402.2735,402.1493,2100203,307374711.0,402.1633
2023-06-01 00:00:00,2023-06-01 09:53:00,000832,402.3973,402.1695,402.3147,402.1693,1895672,284188742.0,402.2803
2023-06-01 00:00:00,2023-06-01 09:54:00,000832,402.3973,402.3319,402.6813,402.3319,2325035,349073689.0,402.6721
2023-06-01 00:00:00,2023-06-01 09:55:00,000832,402.3973,402.6516,402.6516,402.5361,2242124,332257564.0,402.5589
2023-06-01 00:00:00,2023-06-01 09:56:00,000832,402.3973,402.6022,402.6497,402.5821,1841012,283168884.0,402.6397
2023-06-01 00:00:00,2023-06-01 09:57:00,000832,402.3973,402.6459,402.7685,402.6323,1913542,273002941.0,402.7613
2023-06-01 00:00:00,2023-06-01 09:58:00,000832,402.3973,402.7503,402.7653,402.6914,1807314,256390311.0,402.6914
2023-06-01 00:00:00,2023-06-01 09:59:00,000832,402.3973,402.7302,402.8529,402.7302,2060295,302320216.0,402.8034
2023-06-01 00:00:00,2023-06-01 10:00:00,000832,402.3973,402.8073,402.8215,402.7654,1810093,270112599.0,402.8017
2023-06-01 00:00:00,2023-06-01 10:01:00,000832,402.3973,402.8124,402.8124,402.6135,2353553,329900714.0,402.6525
2023-06-01 00:00:00,2023-06-01 10:02:00,000832,402.3973,402.6679,402.709,402.6549,1749552,247543832.0,402.7031
2023-06-01 00:00:00,2023-06-01 10:03:00,000832,402.3973,402.6918,402.7032,402.6681,1642958,234307020.0,402.6925
2023-06-01 00:00:00,2023-06-01 10:04:00,000832,402.3973,402.6945,402.7186,402.673,1391855,196807723.0,402.7186
2023-06-01 00:00:00,2023-06-01 10:05:00,000832,402.3973,402.7302,402.7671,402.7252,1491525,217793363.0,402.7477
